"CTYNAME","pop2021","GrowthRate","popDensity"
"Orange County","83240","1.4973","330.2070"
"Coryell County","78371","3.5955","310.8920"
"Wise County","73384","24.1377","291.1090"
"Walker County","72641","6.4477","288.1615"
"San Patricio County","66848","3.7513","265.1811"
"Harrison County","66491","1.1039","263.7649"
"Starr County","65401","6.9797","259.4410"
"Nacogdoches County","65290","0.9353","259.0007"
"Hood County","64575","25.9558","256.1643"
"Maverick County","59614","9.5201","236.4844"
"Waller County","58714","34.9158","232.9141"
"Hardin County","58592","6.9509","232.4302"
"Van Zandt County","57838","10.0021","229.4391"
"Anderson County","57257","-2.1131","227.1343"
"Rusk County","54616","2.3519","216.6577"
"Polk County","54149","19.1502","214.8051"
"Cherokee County","53176","4.3874","210.9453"
"Medina County","53028","14.9933","210.3582"
"Kerr County","52970","6.7019","210.1281"
"Wilson County","52818","22.6870","209.5251"
"Atascosa County","52815","17.4580","209.5132"
"Navarro County","51267","7.0985","203.3724"
"Kendall County","51087","52.0944","202.6584"
"Lamar County","50119","0.6002","198.8184"
"Burnet County","49777","16.4048","197.4617"
"Val Verde County","49099","0.2614","194.7721"
"Chambers County","47057","32.7194","186.6717"
"Wood County","46303","10.3056","183.6806"
"Caldwell County","44670","17.1611","177.2026"
"Erath County","43648","15.1298","173.1484"
"Upshur County","42901","8.9494","170.1851"
"Cooke County","42763","11.1536","169.6377"
"Wharton County","41670","0.9423","165.3018"
"Jim Wells County","39934","-2.3475","158.4153"
"Howard County","38142","8.9989","151.3065"
"Brown County","37952","-0.3257","150.5528"
"Hopkins County","37776","7.2938","149.8546"
"Hill County","37617","7.0368","149.2239"
"Matagorda County","36797","0.2397","145.9710"
"Washington County","36654","8.7398","145.4037"
"Fannin County","36172","6.6392","143.4917"
"Jasper County","35049","-2.0348","139.0368"
"Hale County","32956","-9.1345","130.7340"
"Titus County","32764","1.0642","129.9724"
"Bee County","32761","2.8151","129.9605"
"Kleberg County","30596","-4.4979","121.3721"
"Austin County","30166","6.3569","119.6663"
"Grimes County","30058","12.9321","119.2379"
"Cass County","29866","-1.9404","118.4762"
"Palo Pinto County","29819","6.1363","118.2898"
"San Jacinto County","29143","10.0816","115.6081"
"Gillespie County","27560","10.7984","109.3285"
"Uvalde County","26649","0.7790","105.7146"
"Fayette County","25482","3.7710","101.0852"
"Shelby County","25208","-0.9820","99.9983"
"Milam County","24379","-1.2236","96.7097"
"Bandera County","23752","15.5309","94.2224"
"Aransas County","23638","1.9714","93.7702"
"Limestone County","23625","0.5662","93.7186"
"Panola County","23298","-1.9939","92.4215"
"Hockley County","23121","1.1727","91.7193"
"Gaines County","22836","29.8385","90.5887"
"Houston County","22768","-3.8595","90.3190"
"Llano County","22185","14.7342","88.0063"
"Lampasas County","22016","11.4057","87.3359"
"Colorado County","21869","4.7767","86.7527"
"Tyler County","21798","0.1562","86.4711"
"Gray County","21556","-4.0676","85.5111"
"Willacy County","21174","-4.7289","83.9957"
"Gonzales County","20949","5.8191","83.1032"
"Calhoun County","20862","-2.1161","82.7580"
"Moore County","20654","-6.1395","81.9329"
"Hutchinson County","20576","-7.3737","81.6235"
"Jones County","20517","1.3786","81.3894"
"Frio County","20496","18.7761","81.3061"
"Montague County","20286","2.8806","80.4731"
"DeWitt County","20268","1.0671","80.4017"
"Lavaca County","20234","5.0789","80.2668"
"Andrews County","20093","35.3155","79.7075"
"Freestone County","19573","-1.1614","77.6447"
"Bosque County","18797","2.8901","74.5663"
"Burleson County","18659","8.2497","74.0189"
"Eastland County","18442","-0.8175","73.1581"
"Deaf Smith County","18216","-6.4263","72.2615"
"Young County","18058","-2.5051","71.6348"
"Leon County","17692","5.7944","70.1829"
"Lee County","17523","5.6175","69.5125"
"Falls County","17429","-2.5823","69.1396"
"Reeves County","16902","22.1772","67.0490"
"Robertson County","16784","1.3833","66.5809"
"Scurry County","16485","-2.6170","65.3948"
"Pecos County","16051","3.4014","63.6731"
"Karnes County","15483","3.9895","61.4199"
"Jackson County","14612","3.6974","57.9647"
"Trinity County","14577","-1.0320","57.8259"
"Nolan County","14544","-4.5920","57.6950"
"Zapata County","14239","1.0790","56.4851"
"Madison County","14126","2.8168","56.0368"
"Callahan County","13849","2.4941","54.9380"
"Comanche County","13825","-0.9174","54.8428"
"Camp County","13316","7.4044","52.8236"
"Newton County","13283","-8.0634","52.6927"
"Rains County","13248","21.3965","52.5538"
"Dawson County","12974","-6.1623","51.4669"
"Wilbarger County","12753","-5.5963","50.5902"
"Ward County","12576","18.7087","49.8881"
"Morris County","12558","-2.7943","49.8167"
"Blanco County","12497","19.0417","49.5747"
"Lamb County","12473","-10.8626","49.4795"
"Live Oak County","12325","6.6546","48.8924"
"Terry County","12323","-2.8308","48.8844"
"Red River County","11783","-8.4744","46.7423"
"Zavala County","11582","-1.2533","45.9449"
"Duval County","11177","-4.6656","44.3383"
"Franklin County","10619","0.1131","42.1248"
"Clay County","10517","-2.0490","41.7202"
"Sabine County","10474","-3.6519","41.5496"
"Runnels County","10436","-0.6852","41.3988"
"Dimmit County","9982","-0.6074","39.5979"
"Ochiltree County","9776","-3.8836","38.7807"
"Marion County","9732","-7.1817","38.6061"
"Parmer County","9377","-8.6508","37.1979"
"Somervell County","9324","9.6941","36.9876"
"Stephens County","9288","-3.4511","36.8448"
"Jack County","9155","1.6770","36.3172"
"Brewster County","9065","-2.0847","35.9602"
"Yoakum County","8959","14.1129","35.5397"
"Mitchell County","8585","-8.7867","34.0561"
"Winkler County","8474","19.6048","33.6157"
"Hamilton County","8429","-0.4253","33.4372"
"Archer County","8259","-9.4209","32.7628"
"San Augustine County","8203","-7.3526","32.5407"
"McCulloch County","7988","-2.9523","31.6878"
"Goliad County","7798","8.0205","30.9341"
"Coleman County","7791","-12.1646","30.9063"
"La Salle County","7574","9.5617","30.0455"
"Castro County","7414","-8.7620","29.4108"
"Swisher County","7365","-6.9841","29.2164"
"Childress County","7288","3.0835","28.9110"
"Dallam County","7255","7.5293","28.7801"
"Brooks County","7081","-1.7619","28.0898"
"Bailey County","6970","-2.5720","27.6495"
"Refugio County","6844","-7.2000","27.1496"
"Presidio County","6400","-18.7302","25.3883"
"Garza County","6201","-4.1132","24.5989"
"Lynn County","6157","4.1089","24.4244"
"San Saba County","6045","-1.4509","23.9801"
"Martin County","5951","23.7471","23.6072"
"Carson County","5764","-6.4589","22.8654"
"Crosby County","5683","-5.6920","22.5440"
"Haskell County","5576","-5.1539","22.1196"
"Floyd County","5570","-13.0095","22.0958"
"Hartley County","5506","-9.2018","21.8419"
"Delta County","5329","1.6597","21.1398"
"Hansford County","5257","-6.1082","20.8541"
"Jim Hogg County","5216","-1.3429","20.6915"
"Hudspeth County","5082","46.3710","20.1599"
"Crane County","4881","11.3875","19.3626"
"Mills County","4853","-2.3148","19.2515"
"Wheeler County","4852","-9.9313","19.2475"
"Kimble County","4335","-5.7814","17.1966"
"Mason County","4304","7.3317","17.0737"
"Reagan County","4075","21.5330","16.1652"
"Hardeman County","3941","-5.2416","15.6337"
"Fisher County","3848","-2.8037","15.2647"
"Sutton County","3824","-5.8592","15.1695"
"Hemphill County","3767","-0.7378","14.9434"
"Upton County","3697","10.7549","14.6657"
"Knox County","3668","-1.4773","14.5507"
"Kinney County","3617","0.7521","14.3484"
"Crockett County","3514","-5.0527","13.9398"
"Coke County","3451","3.9771","13.6899"
"Real County","3402","2.4082","13.4955"
"Baylor County","3381","-8.8188","13.4122"
"Shackelford County","3283","-2.9560","13.0234"
"Donley County","3204","-14.1939","12.7100"
"Lipscomb County","3015","-8.1633","11.9603"
"Cochran County","2897","-7.9441","11.4922"
"Collingsworth County","2876","-5.8284","11.4089"
"Sherman County","2864","-5.3223","11.3613"
"Hall County","2842","-15.3915","11.2740"
"Concho County","2812","-31.4481","11.1550"
"Schleicher County","2619","-25.2355","10.3894"
"Jeff Davis County","2336","-0.3413","9.2667"
"Dickens County","2197","-10.2166","8.7153"
"Menard County","2174","-2.5112","8.6241"
"Culberson County","2125","-11.5689","8.4297"
"Oldham County","2100","2.4390","8.3305"
"Edwards County","1980","-0.9505","7.8545"
"Armstrong County","1903","0.0526","7.5491"
"Briscoe County","1614","-1.1635","6.4026"
"Irion County","1576","-1.9291","6.2519"
"Throckmorton County","1495","-8.7858","5.9306"
"Glasscock County","1445","17.2890","5.7322"
"Cottle County","1430","-5.4233","5.6727"
"Stonewall County","1346","-10.0267","5.3395"
"Sterling County","1265","11.2577","5.0182"
"Motley County","1136","-5.7261","4.5064"
"Foard County","1083","-19.4196","4.2962"
"Kent County","834","2.7094","3.3084"
"McMullen County","767","7.8762","3.0426"
"Roberts County","766","-17.0996","3.0387"
"Terrell County","708","-29.9703","2.8086"
"Borden County","668","3.4056","2.6499"
"Kenedy County","338","-18.9448","1.3408"
"King County","264","-8.3333","1.0473"
"Loving County","211","151.1905","0.8370"
